0.05,0.1,1,1,0.842661034846885,0.832512315270936,0.162601626016261
0.05,0.1,4,1,0.842661034846885,0.834975369458128,0.161123429416114
0.05,0.1,7,1,0.843717001055966,0.834975369458128,0.161123429416114
0.05,0.1,10,1,0.842661034846885,0.832512315270936,0.158906134515892
0.05,0.4,1,1,0.839493136219641,0.834975369458128,0.165558019216557
0.05,0.4,4,1,0.83843717001056,0.839901477832512,0.167036215816705
0.05,0.4,7,1,0.839493136219641,0.834975369458128,0.169253510716927
0.05,0.4,10,1,0.837381203801478,0.839901477832512,0.169992609017
0.05,0.7,1,1,0.836325237592397,0.830049261083744,0.165558019216557
0.05,0.7,4,1,0.836325237592397,0.830049261083744,0.167775314116779
0.05,0.7,7,1,0.836325237592397,0.830049261083744,0.174427198817444
0.05,0.7,10,1,0.836325237592397,0.830049261083744,0.165558019216557
0.05,1,1,1,0.832101372756072,0.827586206896552,0.169992609017
0.05,1,4,1,0.832101372756072,0.827586206896552,0.170731707317074
0.05,1,7,1,0.832101372756072,0.827586206896552,0.172949002217296
0.05,1,10,1,0.832101372756072,0.827586206896552,0.169992609017
0.35,0.1,1,1,0.842661034846885,0.832512315270936,0.164818920916483
0.35,0.1,4,1,0.843717001055966,0.827586206896552,0.161123429416113
0.35,0.1,7,1,0.842661034846885,0.832512315270936,0.162601626016261
0.35,0.1,10,1,0.844772967265047,0.827586206896552,0.167775314116779
0.35,0.4,1,1,0.844772967265047,0.830049261083744,0.16038433111604
0.35,0.4,4,1,0.843717001055966,0.834975369458128,0.165558019216557
0.35,0.4,7,1,0.843717001055966,0.832512315270936,0.164818920916483
0.35,0.4,10,1,0.843717001055966,0.834975369458128,0.163340724316335
0.35,0.7,1,1,0.841605068637804,0.83743842364532,0.166297117516631
0.35,0.7,4,1,0.841605068637804,0.83743842364532,0.167036215816705
0.35,0.7,7,1,0.841605068637804,0.83743842364532,0.164818920916483
0.35,0.7,10,1,0.841605068637804,0.83743842364532,0.165558019216557
0.35,1,1,1,0.840549102428722,0.83743842364532,0.167036215816705
0.35,1,4,1,0.840549102428722,0.83743842364532,0.164818920916483
0.35,1,7,1,0.839493136219641,0.839901477832512,0.165558019216557
0.35,1,10,1,0.83843717001056,0.839901477832512,0.166297117516631
0.65,0.1,1,1,0.842661034846885,0.832512315270936,0.166297117516631
0.65,0.1,4,1,0.843717001055966,0.832512315270936,0.159645232815966
0.65,0.1,7,1,0.843717001055966,0.832512315270936,0.161123429416113
0.65,0.1,10,1,0.842661034846885,0.832512315270936,0.164079822616409
0.65,0.4,1,1,0.842661034846885,0.832512315270936,0.159645232815966
0.65,0.4,4,1,0.843717001055966,0.832512315270936,0.169992609017
0.65,0.4,7,1,0.842661034846885,0.832512315270936,0.165558019216557
0.65,0.4,10,1,0.844772967265047,0.827586206896552,0.159645232815966
0.65,0.7,1,1,0.841605068637804,0.839901477832512,0.163340724316335
0.65,0.7,4,1,0.841605068637804,0.83743842364532,0.168514412416853
0.65,0.7,7,1,0.842661034846885,0.839901477832512,0.165558019216557
0.65,0.7,10,1,0.842661034846885,0.839901477832512,0.158167036215818
0.65,1,1,1,0.841605068637804,0.83743842364532,0.162601626016261
0.65,1,4,1,0.841605068637804,0.83743842364532,0.163340724316335
0.65,1,7,1,0.840549102428722,0.83743842364532,0.164818920916483
0.65,1,10,1,0.841605068637804,0.83743842364532,0.167775314116779
0.95,0.1,1,1,0.844772967265047,0.827586206896552,0.161862527716187
0.95,0.1,4,1,0.844772967265047,0.830049261083744,0.157427937915744
0.95,0.1,7,1,0.842661034846885,0.832512315270936,0.163340724316335
0.95,0.1,10,1,0.843717001055966,0.832512315270936,0.161862527716187
0.95,0.4,1,1,0.843717001055966,0.827586206896552,0.162601626016261
0.95,0.4,4,1,0.843717001055966,0.832512315270936,0.159645232815966
0.95,0.4,7,1,0.842661034846885,0.832512315270936,0.16038433111604
0.95,0.4,10,1,0.843717001055966,0.832512315270936,0.161123429416113
0.95,0.7,1,1,0.843717001055966,0.834975369458128,0.167036215816705
0.95,0.7,4,1,0.843717001055966,0.834975369458128,0.161862527716187
0.95,0.7,7,1,0.843717001055966,0.834975369458128,0.159645232815966
0.95,0.7,10,1,0.843717001055966,0.834975369458128,0.165558019216557
0.95,1,1,1,0.840549102428722,0.83743842364532,0.163340724316335
0.95,1,4,1,0.840549102428722,0.83743842364532,0.162601626016261
0.95,1,7,1,0.841605068637804,0.83743842364532,0.168514412416853
0.95,1,10,1,0.841605068637804,0.83743842364532,0.164079822616409
0.05,0.1,1,2,0.505807814149947,0.549261083743842,0.481152993348116
0.05,0.1,4,2,0.505807814149947,0.549261083743842,0.481152993348116
0.05,0.1,7,2,0.505807814149947,0.549261083743842,0.481152993348116
0.05,0.1,10,2,0.505807814149947,0.549261083743842,0.481152993348116
0.05,0.4,1,2,0.505807814149947,0.549261083743842,0.481152993348116
0.05,0.4,4,2,0.505807814149947,0.549261083743842,0.481152993348116
0.05,0.4,7,2,0.505807814149947,0.549261083743842,0.481152993348116
0.05,0.4,10,2,0.505807814149947,0.549261083743842,0.481152993348116
0.05,0.7,1,2,0.505807814149947,0.549261083743842,0.481152993348116
0.05,0.7,4,2,0.505807814149947,0.549261083743842,0.481152993348116
0.05,0.7,7,2,0.505807814149947,0.549261083743842,0.481152993348116
0.05,0.7,10,2,0.505807814149947,0.549261083743842,0.481152993348116
0.05,1,1,2,0.633579725448786,0.635467980295567,0.369549150036956
0.05,1,4,2,0.633579725448786,0.635467980295567,0.373983739837399
0.05,1,7,2,0.633579725448786,0.635467980295567,0.376201034737621
0.05,1,10,2,0.633579725448786,0.635467980295567,0.37028824833703
0.35,0.1,1,2,0.923970432946146,0.729064039408867,0.270509977827052
0.35,0.1,4,2,0.923970432946146,0.729064039408867,0.274944567627496
0.35,0.1,7,2,0.923970432946146,0.729064039408867,0.271249076127126
0.35,0.1,10,2,0.923970432946146,0.729064039408867,0.266814486326683
0.35,0.4,1,2,0.923970432946146,0.729064039408867,0.265336289726535
0.35,0.4,4,2,0.923970432946146,0.729064039408867,0.270509977827052
0.35,0.4,7,2,0.923970432946146,0.729064039408867,0.267553584626757
0.35,0.4,10,2,0.923970432946146,0.729064039408867,0.265336289726535
0.35,0.7,1,2,0.922914466737064,0.766009852216749,0.201773835920179
0.35,0.7,4,2,0.922914466737064,0.766009852216749,0.209164818920918
0.35,0.7,7,2,0.922914466737064,0.766009852216749,0.209164818920918
0.35,0.7,10,2,0.922914466737064,0.766009852216749,0.2039911308204
0.35,1,1,2,0.914466737064414,0.832512315270936,0.141906873614192
0.35,1,4,2,0.914466737064414,0.832512315270936,0.145602365114561
0.35,1,7,2,0.914466737064414,0.832512315270936,0.14338507021434
0.35,1,10,2,0.914466737064414,0.832512315270936,0.147819660014783
0.65,0.1,1,2,0.945089757127772,0.74384236453202,0.2549889135255
0.65,0.1,4,2,0.945089757127772,0.74384236453202,0.243163340724318
0.65,0.1,7,2,0.945089757127772,0.74384236453202,0.257945306725796
0.65,0.1,10,2,0.945089757127772,0.74384236453202,0.257206208425722
0.65,0.4,1,2,0.945089757127772,0.74384236453202,0.260162601626018
0.65,0.4,4,2,0.945089757127772,0.74384236453202,0.254249815225426
0.65,0.4,7,2,0.945089757127772,0.74384236453202,0.267553584626757
0.65,0.4,10,2,0.945089757127772,0.74384236453202,0.253510716925352
0.65,0.7,1,2,0.950369588173178,0.820197044334975,0.167036215816705
0.65,0.7,4,2,0.950369588173178,0.820197044334975,0.161862527716188
0.65,0.7,7,2,0.950369588173178,0.820197044334975,0.152254249815227
0.65,0.7,10,2,0.950369588173178,0.820197044334975,0.14338507021434
0.65,1,1,2,0.953537486800422,0.852216748768473,0.131559497413157
0.65,1,4,2,0.953537486800422,0.852216748768473,0.12638580931264
0.65,1,7,2,0.953537486800422,0.852216748768473,0.12269031781227
0.65,1,10,2,0.953537486800422,0.852216748768473,0.125646711012566
0.95,0.1,1,2,0.974656810982049,0.753694581280788,0.243902439024392
0.95,0.1,4,2,0.974656810982049,0.753694581280788,0.2549889135255
0.95,0.1,7,2,0.974656810982049,0.753694581280788,0.22838137472284
0.95,0.1,10,2,0.974656810982049,0.753694581280788,0.235033259423505
0.95,0.4,1,2,0.974656810982049,0.753694581280788,0.242424242424244
0.95,0.4,4,2,0.974656810982049,0.753694581280788,0.240206947524022
0.95,0.4,7,2,0.974656810982049,0.753694581280788,0.225424981522544
0.95,0.4,10,2,0.974656810982049,0.753694581280788,0.234294161123431
0.95,0.7,1,2,0.974656810982049,0.827586206896552,0.138211382113823
0.95,0.7,4,2,0.974656810982049,0.827586206896552,0.13008130081301
0.95,0.7,7,2,0.974656810982049,0.827586206896552,0.130820399113084
0.95,0.7,10,2,0.974656810982049,0.827586206896552,0.129342202512936
0.95,1,1,2,0.964097148891235,0.847290640394089,0.11308203991131
0.95,1,4,2,0.964097148891235,0.847290640394089,0.118994826311901
0.95,1,7,2,0.964097148891235,0.847290640394089,0.122690317812271
0.95,1,10,2,0.964097148891235,0.847290640394089,0.119733924611975
